Car_ID,Car_Model,Model_Year,Car_Age,Mileage_KM,Fuel_Type,Region,Components,Health_Score,Conditions,Failure_Type,Failure_Date,Maintenance_Type,Maintenance_Cost,Downtime_Hours,Service_Center,Car_Status
CAR-1450,Sedan,2020,6,67743,Petrol,North,Brake,43,Critical,Brake Wear,9/30/2024,Emergency,616.31,35,Center Gamma,Under Maintenance
CAR-1163,Crossover,2024,2,36778,Petrol,West,Brake,86,Healthy,No Failure,11/21/2024,Preventive,292.86,3,Center Beta,Healthy
CAR-1208,Crossover,2019,7,112428,Petrol,North,Brake,15,Critical,Brake Wear,7/2/2024,Emergency,584.02,37,Center Alpha,Under Maintenance
CAR-1337,Compact,2022,4,42849,Petrol,East,Suspension,82,Healthy,No Failure,4/2/2023,Preventive,456.21,2,Center Beta,Healthy
CAR-1353,Crossover,2018,8,67325,Petrol,East,Transmission,30,Critical,Transmission Fault,5/15/2023,Emergency,2026.24,49,Center Epsilon,Under Maintenance
CAR-1362,Hatchback,2021,5,78293,Diesel,West,Battery,64,Warning,Battery Failure,5/9/2025,Preventive,190.48,3,Center Epsilon,Healthy
CAR-1241,Sedan,2021,5,62978,Diesel,South,Suspension,56,Warning,Suspension Failure,10/10/2023,Preventive,425.07,1,Center Beta,Healthy
CAR-1022,Premium Sedan,2019,7,110336,Petrol,East,Tyre,42,Critical,Tyre Damage,9/13/2024,Emergency,471.34,69,Center Beta,Under Maintenance
CAR-1176,Premium Sedan,2020,6,71211,Electric,Central,Cooling System,60,Warning,Overheating,6/30/2024,Preventive,298.91,2,Center Alpha,Healthy
CAR-1117,Premium Sedan,2018,8,70392,Hybrid,Central,Tyre,10,Critical,Tyre Damage,10/14/2024,Corrective,227.51,14,Center Delta,Needs Inspection
CAR-1494,Hatchback,2020,6,58920,Diesel,East,Tyre,40,Critical,Tyre Damage,9/11/2024,Emergency,461.81,46,Center Beta,Under Maintenance
CAR-1093,City,2018,8,110101,Hybrid,South,Engine,27,Critical,Mechanical Failure,10/31/2025,Corrective,1166.31,15,Center Gamma,Needs Inspection
CAR-1117,Premium Sedan,2018,8,91131,Hybrid,Central,Brake,43,Critical,Brake Wear,1/19/2023,Emergency,629.6,58,Center Gamma,Under Maintenance
CAR-1329,Crossover,2018,8,114641,Diesel,Central,Engine,10,Critical,Wear,9/2/2023,Emergency,2132.5,24,Center Epsilon,Needs Inspection
CAR-1412,Compact,2021,5,59637,Hybrid,South,Headlight,60,Warning,Lighting Failure,10/27/2025,Corrective,137.14,19,Center Beta,Healthy
CAR-1304,Hatchback,2020,6,97264,Electric,South,Engine,82,Healthy,No Failure,1/25/2023,Preventive,891.37,3,Center Delta,Healthy
CAR-1072,Compact,2022,4,47755,Electric,South,Cooling System,51,Warning,Overheating,8/4/2025,Corrective,586.4,14,Center Alpha,Healthy
CAR-1198,Sedan,2019,7,67695,Electric,North,Battery,37,Critical,Battery Failure,7/13/2024,Emergency,540.8,66,Center Beta,Under Maintenance
CAR-1223,City,2018,8,91333,Hybrid,East,Tyre,36,Critical,Tyre Damage,4/26/2023,Corrective,281.17,21,Center Alpha,Needs Inspection
CAR-1048,City,2023,3,37517,Petrol,South,Tyre,71,Warning,Tyre Damage,1/3/2023,Corrective,259.09,11,Center Gamma,Healthy
CAR-1438,Premium Sedan,2024,2,29991,Petrol,Central,Transmission,100,Healthy,No Failure,6/16/2025,Preventive,1015.53,3,Center Alpha,Healthy
CAR-1392,Crossover,2020,6,54311,Diesel,Central,Engine,32,Critical,Overheating,4/29/2024,Emergency,1950.2,54,Center Gamma,Under Maintenance
CAR-1191,City,2020,6,96022,Petrol,East,Tyre,71,Warning,Tyre Damage,2/5/2024,Corrective,233.64,13,Center Gamma,Healthy
CAR-1276,City,2022,4,63469,Diesel,Central,Brake,47,Warning,Brake Wear,9/7/2024,Corrective,463.28,10,Center Gamma,Healthy
CAR-1312,City,2024,2,26762,Diesel,South,Cooling System,89,Healthy,No Failure,1/30/2024,Preventive,370.3,3,Center Alpha,Healthy
CAR-1217,Compact,2022,4,48685,Petrol,South,Tyre,75,Healthy,No Failure,5/19/2024,Preventive,179.72,1,Center Gamma,Healthy
CAR-1165,Hatchback,2022,4,65256,Diesel,East,Brake,77,Healthy,No Failure,7/11/2025,Preventive,303.24,2,Center Delta,Healthy
CAR-1390,City,2019,7,120596,Diesel,North,Suspension,40,Critical,Suspension Failure,12/6/2023,Emergency,1005.59,22,Center Delta,Needs Inspection
CAR-1160,Compact,2018,8,134428,Diesel,Central,Battery,32,Critical,Battery Failure,4/7/2025,Corrective,357,10,Center Beta,Needs Inspection
CAR-1175,Compact,2023,3,25674,Hybrid,Central,Cooling System,89,Healthy,No Failure,11/27/2023,Preventive,389.42,3,Center Alpha,Healthy
CAR-1181,City,2018,8,110935,Petrol,Central,Headlight,26,Critical,Lighting Failure,4/24/2024,Emergency,312.89,68,Center Epsilon,Under Maintenance
CAR-1457,Compact,2022,4,37356,Electric,North,Tyre,45,Warning,Tyre Damage,7/5/2025,Preventive,192.09,3,Center Gamma,Healthy
CAR-1437,Hatchback,2020,6,85714,Diesel,North,Engine,57,Warning,Mechanical Failure,7/26/2023,Corrective,1475.94,11,Center Gamma,Healthy
CAR-1441,Premium Sedan,2024,2,41931,Petrol,East,Tyre,53,Warning,Tyre Damage,3/15/2023,Preventive,167.87,3,Center Epsilon,Healthy
CAR-1426,Compact,2021,5,79555,Hybrid,Central,Brake,31,Critical,Brake Wear,6/23/2024,Emergency,618.48,38,Center Epsilon,Under Maintenance
CAR-1190,Sedan,2024,2,18672,Electric,East,Headlight,95,Healthy,No Failure,7/8/2023,Preventive,109.66,1,Center Beta,Healthy
CAR-1154,Premium Sedan,2024,2,38707,Diesel,Central,Engine,92,Healthy,No Failure,7/24/2024,Preventive,1010.02,2,Center Alpha,Healthy
CAR-1488,Hatchback,2022,4,37937,Diesel,Central,Engine,89,Healthy,No Failure,7/31/2025,Preventive,711.74,3,Center Alpha,Healthy
CAR-1092,Compact,2021,5,62250,Petrol,South,Engine,84,Healthy,No Failure,12/2/2025,Preventive,951.64,2,Center Delta,Healthy
CAR-1295,Premium Sedan,2019,7,63614,Hybrid,West,Headlight,36,Critical,Lighting Failure,1/11/2025,Emergency,219.21,48,Center Beta,Under Maintenance
CAR-1291,City,2023,3,51617,Electric,South,Brake,100,Healthy,No Failure,10/28/2025,Preventive,244.37,1,Center Epsilon,Healthy
CAR-1295,Premium Sedan,2019,7,105924,Hybrid,West,Headlight,15,Critical,Lighting Failure,8/12/2025,Emergency,274.6,45,Center Gamma,Under Maintenance
CAR-1180,City,2021,5,78141,Petrol,North,Cooling System,63,Warning,Overheating,4/9/2024,Preventive,270.08,1,Center Alpha,Healthy
CAR-1263,Sedan,2023,3,33536,Hybrid,East,Transmission,71,Warning,Transmission Fault,3/20/2025,Corrective,1437.09,18,Center Epsilon,Healthy
CAR-1402,City,2024,2,21724,Electric,West,Transmission,71,Warning,Transmission Fault,2/19/2023,Corrective,1273.05,14,Center Beta,Healthy
CAR-1415,Sedan,2019,7,100551,Diesel,North,Headlight,12,Critical,Lighting Failure,5/11/2025,Emergency,240.78,34,Center Delta,Under Maintenance
CAR-1137,Crossover,2018,8,103875,Hybrid,East,Tyre,26,Critical,Tyre Damage,6/15/2023,Emergency,311.73,29,Center Beta,Under Maintenance
CAR-1030,Sedan,2021,5,85008,Diesel,East,Brake,46,Warning,Brake Wear,12/24/2025,Corrective,421.1,8,Center Beta,Healthy
CAR-1312,City,2024,2,29975,Diesel,South,Tyre,86,Healthy,No Failure,6/13/2024,Preventive,134.3,2,Center Gamma,Healthy
CAR-1459,Crossover,2019,7,113078,Diesel,South,Battery,57,Warning,Battery Failure,4/24/2025,Corrective,232.68,15,Center Alpha,Healthy
CAR-1446,Compact,2021,5,57684,Petrol,East,Cooling System,66,Warning,Overheating,7/6/2023,Preventive,368.97,2,Center Alpha,Healthy
CAR-1223,City,2018,8,81212,Hybrid,East,Cooling System,41,Critical,Overheating,11/6/2023,Emergency,792.34,64,Center Delta,Under Maintenance
CAR-1038,Premium Sedan,2020,6,56428,Diesel,Central,Engine,77,Healthy,No Failure,1/27/2025,Preventive,868.35,1,Center Beta,Healthy
CAR-1207,Premium Sedan,2023,3,59734,Diesel,Central,Headlight,69,Warning,Lighting Failure,1/22/2024,Preventive,98.73,3,Center Gamma,Healthy
CAR-1075,Hatchback,2022,4,68990,Diesel,West,Brake,67,Warning,Brake Wear,10/14/2023,Preventive,323.57,1,Center Epsilon,Healthy
CAR-1249,Premium Sedan,2018,8,91942,Hybrid,East,Battery,45,Warning,Battery Failure,6/29/2025,Corrective,252.29,14,Center Epsilon,Healthy
CAR-1272,Compact,2021,5,56092,Petrol,West,Headlight,79,Healthy,No Failure,11/11/2023,Preventive,82,1,Center Beta,Healthy
CAR-1110,Sedan,2018,8,106110,Diesel,South,Engine,43,Critical,Overheating,1/13/2023,Emergency,2112.92,56,Center Beta,Under Maintenance
CAR-1220,Crossover,2018,8,79537,Hybrid,East,Engine,56,Warning,Mechanical Failure,9/19/2024,Preventive,776.16,2,Center Alpha,Healthy
CAR-1179,City,2023,3,30718,Electric,Central,Tyre,46,Warning,Tyre Damage,5/20/2023,Corrective,211.28,6,Center Alpha,Healthy
CAR-1236,Hatchback,2023,3,53655,Diesel,South,Brake,95,Healthy,No Failure,4/17/2023,Preventive,235.13,1,Center Beta,Healthy
CAR-1189,Crossover,2021,5,92796,Petrol,North,Brake,31,Critical,Brake Wear,1/25/2024,Emergency,767.65,63,Center Beta,Under Maintenance
CAR-1101,City,2018,8,132484,Electric,West,Cooling System,32,Critical,Overheating,5/19/2023,Emergency,890.72,30,Center Alpha,Under Maintenance
CAR-1148,Premium Sedan,2020,6,96357,Petrol,South,Suspension,42,Critical,Suspension Failure,10/20/2023,Emergency,1281.66,35,Center Gamma,Under Maintenance
CAR-1243,City,2020,6,92859,Electric,South,Headlight,48,Warning,Lighting Failure,11/30/2024,Preventive,115.8,3,Center Gamma,Healthy
CAR-1185,Premium Sedan,2022,4,71149,Hybrid,Central,Engine,35,Critical,Mechanical Failure,1/5/2024,Emergency,2535.48,28,Center Delta,Under Maintenance
CAR-1421,Compact,2019,7,127222,Diesel,West,Battery,23,Critical,Battery Failure,1/18/2025,Emergency,421.41,36,Center Alpha,Under Maintenance
CAR-1289,Premium Sedan,2022,4,51065,Electric,South,Engine,47,Warning,Mechanical Failure,9/28/2023,Preventive,685.92,3,Center Gamma,Healthy
CAR-1459,Crossover,2019,7,97533,Diesel,South,Tyre,52,Warning,Tyre Damage,1/3/2024,Corrective,227.41,11,Center Alpha,Healthy
CAR-1245,Sedan,2018,8,98169,Petrol,West,Battery,22,Critical,Battery Failure,6/2/2025,Emergency,386.98,57,Center Epsilon,Under Maintenance
CAR-1142,Premium Sedan,2019,7,108544,Petrol,South,Engine,10,Critical,Overheating,3/11/2023,Emergency,2183.61,39,Center Alpha,Under Maintenance
CAR-1362,Hatchback,2021,5,78926,Diesel,West,Transmission,61,Warning,Transmission Fault,5/18/2023,Corrective,1559.96,17,Center Alpha,Healthy
CAR-1179,City,2023,3,25807,Electric,Central,Cooling System,82,Healthy,No Failure,11/7/2023,Preventive,360.15,1,Center Epsilon,Healthy
CAR-1055,Hatchback,2018,8,96564,Diesel,South,Brake,40,Critical,Brake Wear,4/18/2023,Emergency,718.66,51,Center Delta,Under Maintenance
CAR-1422,Compact,2018,8,82956,Diesel,North,Brake,37,Critical,Brake Wear,8/28/2024,Corrective,507.66,20,Center Alpha,Needs Inspection
CAR-1102,City,2018,8,95548,Petrol,Central,Battery,36,Critical,Battery Failure,1/30/2025,Corrective,372.88,16,Center Beta,Needs Inspection
CAR-1181,City,2018,8,75092,Petrol,Central,Transmission,35,Critical,Transmission Fault,12/2/2024,Corrective,1797.04,20,Center Alpha,Needs Inspection
CAR-1016,Crossover,2019,7,113101,Electric,Central,Tyre,52,Warning,Tyre Damage,9/26/2023,Preventive,148.57,3,Center Alpha,Healthy
CAR-1414,Crossover,2024,2,30935,Diesel,South,Headlight,80,Healthy,No Failure,2/11/2024,Preventive,85.93,3,Center Alpha,Healthy
CAR-1417,Compact,2018,8,116334,Electric,North,Tyre,12,Critical,Tyre Damage,6/9/2024,Emergency,482.09,48,Center Epsilon,Under Maintenance
CAR-1390,City,2019,7,116268,Diesel,North,Transmission,28,Critical,Transmission Fault,5/2/2023,Corrective,1651.2,17,Center Delta,Needs Inspection
CAR-1359,Premium Sedan,2018,8,123624,Diesel,North,Cooling System,25,Critical,Overheating,5/29/2025,Emergency,799.37,47,Center Delta,Under Maintenance
CAR-1295,Premium Sedan,2019,7,123677,Hybrid,West,Cooling System,38,Critical,Overheating,8/25/2023,Corrective,484.6,9,Center Beta,Needs Inspection
CAR-1286,Sedan,2021,5,51208,Electric,East,Tyre,68,Warning,Tyre Damage,9/2/2025,Corrective,301.97,17,Center Gamma,Healthy
CAR-1285,City,2022,4,77185,Petrol,North,Brake,54,Warning,Brake Wear,6/20/2023,Corrective,405.69,19,Center Epsilon,Healthy
CAR-1150,Hatchback,2022,4,72165,Diesel,East,Brake,56,Warning,Brake Wear,8/30/2024,Preventive,314.38,1,Center Alpha,Healthy
CAR-1228,Premium Sedan,2023,3,56678,Petrol,West,Battery,86,Healthy,No Failure,3/21/2025,Preventive,223.59,2,Center Alpha,Healthy
CAR-1095,Premium Sedan,2022,4,56883,Diesel,West,Battery,71,Warning,Battery Failure,5/30/2023,Corrective,293.84,8,Center Gamma,Healthy
CAR-1460,City,2021,5,76874,Hybrid,Central,Brake,48,Warning,Brake Wear,4/20/2025,Corrective,457.61,8,Center Beta,Healthy
CAR-1082,Premium Sedan,2020,6,46990,Diesel,South,Tyre,73,Warning,Tyre Damage,5/9/2024,Corrective,207.66,16,Center Alpha,Healthy
CAR-1073,Premium Sedan,2021,5,42146,Electric,North,Engine,65,Warning,Mechanical Failure,4/26/2023,Preventive,646.64,2,Center Beta,Healthy
CAR-1265,City,2021,5,76724,Electric,West,Cooling System,52,Warning,Overheating,5/1/2023,Preventive,281.98,1,Center Beta,Healthy
CAR-1465,Compact,2023,3,48849,Electric,North,Engine,75,Healthy,No Failure,10/9/2025,Preventive,869.58,2,Center Gamma,Healthy
CAR-1345,Hatchback,2019,7,113190,Diesel,West,Transmission,17,Critical,Transmission Fault,10/3/2024,Emergency,2209.63,48,Center Beta,Under Maintenance
CAR-1314,City,2020,6,93870,Electric,Central,Brake,32,Critical,Brake Wear,7/28/2024,Emergency,541.24,45,Center Delta,Under Maintenance
CAR-1011,Sedan,2021,5,37489,Petrol,South,Engine,57,Warning,Mechanical Failure,9/21/2024,Preventive,675.97,1,Center Epsilon,Healthy
CAR-1174,Sedan,2022,4,75394,Petrol,West,Battery,42,Critical,Battery Failure,3/7/2025,Emergency,371.54,44,Center Gamma,Under Maintenance
CAR-1398,City,2019,7,97839,Electric,Central,Battery,29,Critical,Battery Failure,4/10/2025,Emergency,483.17,57,Center Delta,Under Maintenance
CAR-1385,Compact,2024,2,21249,Hybrid,Central,Suspension,70,Warning,Suspension Failure,4/15/2024,Preventive,367.8,2,Center Beta,Healthy
CAR-1140,Compact,2022,4,64993,Electric,South,Battery,47,Warning,Battery Failure,3/16/2024,Corrective,265.04,18,Center Delta,Healthy
CAR-1008,Sedan,2022,4,40823,Diesel,East,Engine,59,Warning,Mechanical Failure,9/15/2025,Corrective,1366.5,7,Center Delta,Healthy
CAR-1289,Premium Sedan,2022,4,57508,Electric,South,Engine,73,Warning,Overheating,7/6/2023,Corrective,1209.24,14,Center Delta,Healthy
CAR-1137,Crossover,2018,8,66369,Hybrid,East,Tyre,62,Warning,Tyre Damage,9/2/2023,Corrective,294.07,9,Center Gamma,Healthy
CAR-1087,Crossover,2018,8,81410,Petrol,North,Brake,26,Critical,Brake Wear,6/14/2024,Emergency,579.07,64,Center Beta,Under Maintenance
CAR-1458,Hatchback,2022,4,76518,Petrol,West,Headlight,48,Warning,Lighting Failure,7/1/2023,Preventive,87.59,3,Center Beta,Healthy
CAR-1304,Hatchback,2020,6,69369,Electric,South,Battery,41,Critical,Battery Failure,7/7/2024,Emergency,412.5,51,Center Epsilon,Under Maintenance
CAR-1245,Sedan,2018,8,76781,Petrol,West,Engine,53,Warning,Overheating,1/12/2023,Preventive,1038.76,1,Center Alpha,Healthy
CAR-1075,Hatchback,2022,4,47012,Diesel,West,Brake,74,Warning,Brake Wear,7/11/2025,Corrective,475.49,18,Center Beta,Healthy
CAR-1158,Crossover,2019,7,94831,Diesel,West,Cooling System,46,Warning,Overheating,7/5/2025,Corrective,423.82,6,Center Beta,Healthy
CAR-1109,Sedan,2020,6,99893,Petrol,South,Tyre,40,Critical,Tyre Damage,7/25/2023,Corrective,277.77,11,Center Epsilon,Needs Inspection
CAR-1355,Crossover,2022,4,47916,Electric,Central,Battery,79,Healthy,No Failure,10/21/2023,Preventive,219.38,2,Center Gamma,Healthy
CAR-1150,Hatchback,2022,4,69728,Diesel,East,Battery,70,Warning,Battery Failure,12/10/2024,Corrective,315.86,6,Center Delta,Healthy
CAR-1399,Hatchback,2019,7,108802,Petrol,West,Brake,18,Critical,Brake Wear,11/11/2024,Emergency,542.06,23,Center Delta,Needs Inspection
CAR-1097,Hatchback,2018,8,132868,Hybrid,East,Cooling System,10,Critical,Overheating,2/23/2025,Corrective,597.89,6,Center Delta,Needs Inspection
CAR-1082,Premium Sedan,2020,6,76611,Diesel,South,Brake,64,Warning,Brake Wear,11/22/2023,Corrective,511.53,16,Center Alpha,Healthy
CAR-1094,Premium Sedan,2024,2,20707,Electric,Central,Brake,64,Warning,Brake Wear,7/19/2024,Preventive,239.36,1,Center Gamma,Healthy
CAR-1412,Compact,2021,5,54629,Hybrid,South,Cooling System,52,Warning,Overheating,5/9/2023,Corrective,460.81,14,Center Alpha,Healthy
CAR-1193,Hatchback,2021,5,87708,Petrol,North,Brake,35,Critical,Brake Wear,7/31/2023,Emergency,708.32,24,Center Epsilon,Needs Inspection
CAR-1275,Premium Sedan,2021,5,64710,Petrol,South,Cooling System,79,Healthy,No Failure,11/15/2024,Preventive,314.99,3,Center Gamma,Healthy
CAR-1140,Compact,2022,4,55836,Electric,South,Battery,96,Healthy,No Failure,5/7/2025,Preventive,220.5,1,Center Gamma,Healthy
CAR-1025,Hatchback,2020,6,52032,Petrol,South,Brake,43,Critical,Brake Wear,2/18/2025,Corrective,331.41,7,Center Gamma,Needs Inspection
CAR-1153,Hatchback,2019,7,82313,Diesel,North,Battery,68,Warning,Battery Failure,11/24/2023,Corrective,252.56,23,Center Gamma,Healthy
CAR-1051,Compact,2020,6,68708,Petrol,South,Tyre,28,Critical,Tyre Damage,10/13/2024,Emergency,387.41,28,Center Gamma,Under Maintenance
CAR-1050,Crossover,2022,4,39148,Petrol,East,Engine,65,Warning,Overheating,11/1/2023,Corrective,1236.07,18,Center Beta,Healthy
CAR-1010,Premium Sedan,2019,7,113342,Electric,South,Engine,31,Critical,Overheating,5/14/2025,Emergency,1977.84,21,Center Delta,Needs Inspection
CAR-1269,Compact,2021,5,50523,Electric,Central,Suspension,45,Warning,Suspension Failure,9/9/2024,Preventive,558.74,2,Center Gamma,Healthy
CAR-1046,Compact,2021,5,77030,Petrol,East,Tyre,29,Critical,Tyre Damage,10/5/2025,Emergency,377.81,57,Center Alpha,Under Maintenance
CAR-1329,Crossover,2018,8,71102,Diesel,Central,Brake,31,Critical,Brake Wear,5/16/2024,Emergency,511.9,51,Center Beta,Under Maintenance
CAR-1259,City,2018,8,130750,Diesel,South,Brake,16,Critical,Brake Wear,10/19/2023,Emergency,680.31,36,Center Beta,Under Maintenance
CAR-1243,City,2020,6,83982,Electric,South,Brake,43,Critical,Brake Wear,11/20/2025,Emergency,674.49,64,Center Delta,Under Maintenance
CAR-1420,Crossover,2021,5,57509,Electric,North,Battery,56,Warning,Battery Failure,12/25/2025,Corrective,302.76,9,Center Delta,Healthy
CAR-1267,Compact,2019,7,109670,Hybrid,East,Transmission,38,Critical,Transmission Fault,1/25/2024,Corrective,1782.1,23,Center Delta,Needs Inspection
CAR-1199,Crossover,2020,6,67080,Diesel,South,Brake,52,Warning,Brake Wear,2/2/2023,Corrective,507.19,18,Center Beta,Healthy
CAR-1228,Premium Sedan,2023,3,56014,Petrol,West,Brake,81,Healthy,No Failure,1/16/2025,Preventive,201.61,1,Center Epsilon,Healthy
CAR-1270,Sedan,2019,7,97283,Hybrid,Central,Tyre,34,Critical,Tyre Damage,2/26/2024,Corrective,263.94,22,Center Epsilon,Needs Inspection
CAR-1185,Premium Sedan,2022,4,54782,Hybrid,Central,Brake,82,Healthy,No Failure,5/14/2023,Preventive,269.34,3,Center Beta,Healthy
CAR-1024,Crossover,2021,5,79678,Diesel,East,Engine,45,Warning,Mechanical Failure,6/28/2023,Corrective,1129.36,13,Center Alpha,Healthy
CAR-1264,Premium Sedan,2021,5,85249,Diesel,East,Cooling System,59,Warning,Overheating,6/8/2025,Preventive,365.59,2,Center Epsilon,Healthy
CAR-1122,Crossover,2021,5,76180,Petrol,West,Transmission,63,Warning,Transmission Fault,8/11/2024,Preventive,989.1,2,Center Epsilon,Healthy
CAR-1146,Premium Sedan,2019,7,82061,Petrol,North,Battery,42,Critical,Battery Failure,11/5/2025,Corrective,234.12,15,Center Epsilon,Needs Inspection
CAR-1194,City,2023,3,39949,Diesel,West,Brake,53,Warning,Brake Wear,8/14/2023,Corrective,329.74,7,Center Alpha,Healthy
CAR-1277,Compact,2018,8,123356,Electric,West,Tyre,40,Critical,Tyre Damage,7/25/2025,Emergency,384.67,68,Center Delta,Under Maintenance
CAR-1376,Compact,2021,5,68816,Diesel,Central,Suspension,31,Critical,Suspension Failure,10/19/2024,Emergency,926.42,68,Center Gamma,Under Maintenance
CAR-1443,Sedan,2020,6,56612,Electric,South,Engine,74,Warning,Mechanical Failure,9/20/2025,Corrective,1394.96,6,Center Gamma,Healthy
CAR-1409,Premium Sedan,2023,3,56018,Petrol,North,Transmission,58,Warning,Transmission Fault,5/28/2023,Preventive,896.92,1,Center Beta,Healthy
CAR-1366,Sedan,2019,7,80560,Petrol,South,Brake,40,Critical,Brake Wear,2/4/2023,Emergency,636.58,51,Center Epsilon,Under Maintenance
CAR-1025,Hatchback,2020,6,97683,Petrol,South,Cooling System,32,Critical,Overheating,6/5/2025,Corrective,479.84,13,Center Gamma,Needs Inspection
CAR-1337,Compact,2022,4,56410,Petrol,East,Battery,53,Warning,Battery Failure,11/26/2025,Corrective,240.19,9,Center Beta,Healthy
CAR-1098,City,2020,6,49358,Petrol,East,Tyre,80,Healthy,No Failure,10/16/2025,Preventive,170.68,2,Center Delta,Healthy
CAR-1495,Premium Sedan,2022,4,54032,Petrol,East,Engine,86,Healthy,No Failure,5/5/2024,Preventive,833.52,2,Center Beta,Healthy
CAR-1342,City,2022,4,44432,Diesel,North,Suspension,51,Warning,Suspension Failure,11/10/2024,Preventive,430.88,1,Center Gamma,Healthy
CAR-1169,Premium Sedan,2020,6,75597,Petrol,West,Engine,35,Critical,Overheating,12/9/2023,Emergency,1795.76,45,Center Delta,Under Maintenance
CAR-1100,Hatchback,2023,3,40943,Hybrid,Central,Brake,92,Healthy,No Failure,10/24/2023,Preventive,264.21,1,Center Gamma,Healthy
